,Title,Date,URL
30,L’ex ministro Romano “L’altro giorno ho diviso  Silvio da Raffaele nessuno potrà cacciarci”,2014-10-05,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2014/10/05/lex-ministro-romano-laltro-giorno-ho-diviso-silvio-da-raffaele-nessuno-potra-cacciarci10.html&hl=&query=berlusconi&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search
31,“Candiderei la Pascale.   Ha dato serenità a Berlusconi”,2014-10-07,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2014/10/07/candiderei-la-pascale-ha-dato-serenita-a-berlusconi15.html&hl=&query=berlusconi&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search
32,L’assoluzione di Berlusconi jr per Mediatrade “Essere figlio di Silvio non prova la frode”,2014-10-07,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2014/10/07/lassoluzione-di-berlusconi-jr-per-mediatrade-essere-figlio-di-silvio-non-prova-la-frode14.html&hl=&query=berlusconi&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search
33,Fi torna ad Arcore tutti a cena con Silvio per la sfida di Milano,2014-10-07,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2014/10/07/fi-torna-ad-arcore-tutti-a-cena-con-silvio-per-la-sfida-di-milanoMilano04.html&hl=&query=berlusconi&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search
34,Anche Berlusconi dà l’ok al rimpasto in Regione,2014-10-08,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2014/10/08/anche-berlusconi-da-lok-al-rimpasto-in-regioneMilano04.html&hl=&query=berlusconi&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search
35,"Vertice Ue, premier ungherese scherza: ""Caro amico di Putin? No, di Berlusconi""",2014-10-08,http://video.repubblica.it/dossier/articolo-18/vertice-ue-premier-ungherese-scherza-caro-amico-di-putin-no-di-berlusconi/179557/178332?ref=search
36,"Berlusconi perde onorabilità, Fininvest deve cedere il grosso di Mediolanum",2014-10-10,http://www.repubblica.it/economia/finanza/2014/10/10/news/berlusconi_perde_onorabilit_fininvest_deve_cedere_il_grosso_di_mediolanum-97761768/?ref=search
37,"Ruby bis. Pg: ""Berlusconi assolto? Ma atto sessuale con minore c'è stato""",2014-10-10,http://video.repubblica.it/politica/ruby-bis-pg-berlusconi-assolto-ma-atto-sessuale-con-minore-c-e-stato/179783/178555?ref=search
38,"Grillo al Circo Massimo: ""Meglio Berlusconi dei finti amici della sinistra"". E nega dissidi interni",2014-10-10,http://www.repubblica.it/politica/2014/10/10/news/grillo_al_circo_massimo_renzi_un_leader_senza_base_noi_siamo_una_base_senza_leader-97819877/?ref=search
39,Diktat Bankitalia a Fininvest “Cedete il 20% di Mediolanum  Berlusconi non ha l’onorabilità”,2014-10-11,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2014/10/11/diktat-bankitalia-a-fininvest-cedete-il-20-di-mediolanum-berlusconi-non-ha-lonorabilita14.html&hl=&query=berlusconi&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search
40,Bankitalia: ceda Mediolanum  Berlusconi non ha onorabilità,2014-10-11,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2014/10/11/bankitalia-ceda-mediolanum-berlusconi-non-ha-onorabilita01.html&hl=&query=berlusconi&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search
