,Title,Date,URL
0,Renzi a sorpresa alla festa dell'Unità: al telefono con fan imita Berlusconi,2015-07-28,http://video.repubblica.it/edizione/roma/renzi-a-sorpresa-alla-festa-dellunita-al-telefono-con-fan-imita-berlusconi/208157/207256?ref=search
1,Berlusconi come Mr Grey: i graffiti sulle strade di Bangkok,2015-07-29,http://www.repubblica.it/esteri/2015/07/29/foto/berlusconi_come_mr_grey_il_graffiti_sulle_strade_di_bangkok-120020616/1/?ref=search
2,"Milan, incontro tra mister Bee e Berlusconi: si va verso l'accordo vincolante",2015-07-29,http://www.repubblica.it/sport/calcio/serie-a/milan/2015/07/29/news/mr_bee_azionisti_berlusconi-120030150/?ref=search
3,"Alfano, Bondi, Fitto, Verdini: due anni di addii a Berlusconi",2015-07-29,http://www.repubblica.it/politica/2015/07/29/news/alfano_bondi_fitto_verdini_i_big_azzurri_che_hanno_detto_addio_a_berlusconi-120031032/?ref=search
4,"Berlusconi, Verdini: ""Separazione fa male ma vediamo le cose in maniera diversa""",2015-07-29,http://video.repubblica.it/politica/berlusconi-verdini-separazione-fa-male-ma-vediamo-le-cose-in-maniera-diversa/208300/207398?ref=search
5,"RepTv News, Luzi: ""Verdini con Renzi sul Senato, con Berlusconi sul premio alla coalizione""",2015-07-29,http://video.repubblica.it/rubriche/reptv-news/reptv-news-luzi-verdini-con-renzi-sul-senato-con-berlusconi-sul-premio-alal-coalizione/208319/207417?ref=search
6,L’ascesa dei “ras” Balini dai lettini ai diritti tv per Dallas a Berlusconi,2015-07-30,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2015/07/30/lascesa-dei-ras-balini-dai-lettini-ai-diritti-tv-berlusconiRoma04.html&hl=&query=berlusconi&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search
7,"Milan,campo e affari  Bee-Berlusconi ai dettagli  Mihajlovic cerca risposte nel test col Real Madrid",2015-07-30,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2015/07/30/milan-campo-e-affari-bee-berlusconi-ai-dettagli-mihajlovic-madrid42.html&hl=&query=berlusconi&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search
8,"Tarantini, 4 giorni gli evitano il carcere  Ora i servizi sociali come per Berlusconi",2015-08-01,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2015/08/01/tarantini-4-giorni-gli-evitano-il-carcere-ora-i-servizi-berlusconiBari07.html&hl=&query=berlusconi&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search
9,"Milan, accordo Berlusconi-Mr Bee: domani le firme",2015-08-01,http://www.repubblica.it/sport/calcio/serie-a/milan/2015/08/01/news/milan_week-end_in_sardegna_per_berlusconi_e_mr_bee_in_attesa_del_closing-120245782/?ref=search
10,"Milan: firmato patto vincolante con mr Bee, Berlusconi resterà presidente",2015-08-02,http://www.repubblica.it/sport/calcio/serie-a/milan/2015/08/02/news/firme_mr_bee_fininvest-120292086/?ref=search
11,"Berlusconi-Mr Bee, accordo raggiunto",2015-08-02,http://www.repubblica.it/sport/video-sport/calcio-italiano-news/2015/08/02/news/berlusconi-mr_bee_accordo_raggiunto-120309420/?ref=search
12,"Milan, tra Mr Bee e Berlusconi una foto che vale  500 milioni",2015-08-03,https://quotidiano.repubblica.it/edicola/searchdetail?id=http://archivio.repubblica.extra.kataweb.it/archivio/repubblica/2015/08/03/milan-tra-mr-bee-e-berlusconi-una-foto-che-vale-500-milioni01.html&hl=&query=berlusconi&field=nel+testo&testata=repubblica&newspaper=REP&edition=nazionale&zona=sfoglio&ref=search
