Year,Word,Count,Category
2020,apre,7,verb
2020,mano,7,other
2020,piazza,7,other
2020,ruby,6,person
2020,marina,6,person
2020,santelli,6,person
2020,mediaset,6,business
2020,nuova,6,sentiment
2020,fitto,6,person
2020,milioni,5,politics
2021,quirinale,62,politics
2021,centrodestra,58,politics
2021,salvini,55,person
2021,colle,39,politics
2021,draghi,37,person
2021,governo,32,politics
2021,meloni,30,person
2021,ruby,26,person
2021,ter,24,politics
2021,lega,20,politics
2021,nuovo,18,other
2021,processo,18,legal
2021,milano,17,location
2021,letta,17,person
2021,fi,16,politics
2021,partito,16,politics
2021,voto,14,politics
2021,candidato,14,politics
2021,crisi,13,sentiment
2021,roma,11,location
2021,presidente,11,politics
2021,frena,11,verb
2021,bene,10,sentiment
2021,prodi,10,person
2021,destra,10,politics
2021,sì,9,other
2021,torna,9,verb
2021,pd,9,politics
2021,unico,9,other
2021,premier,8,politics
2022,salvini,102,person
2022,meloni,95,person
2022,quirinale,79,politics
2022,governo,70,politics
2022,putin,62,person
2022,centrodestra,46,politics
2022,monza,43,location
2022,draghi,41,person
2022,letta,32,person
2022,fi,28,politics
2022,ruby,28,person
2022,ter,27,politics
2022,leader,26,sentiment
2022,colle,25,politics
2022,ritorno,23,sentiment
2022,renzi,23,person
2022,senato,22,politics
2022,fdi,21,politics
2022,elezioni,20,politics
2022,vertice,20,politics
2022,fascina,18,person
2022,presidente,18,politics
2022,guerra,18,sentiment
2022,caso,17,sentiment
2022,conte,17,person
2022,solo,17,sentiment
2022,milano,17,location
2022,ucraina,17,location
2022,arcore,16,location
2022,tajani,15,person
2023,meloni,54,person
2023,funerali,35,event
2023,raffaele,33,person
2023,morte,33,event
2023,fi,28,politics
2023,milano,22,location
2023,ricoverato,22,event
2023,fascina,20,person
2023,zelensky,19,person
2023,ruby,19,person
2023,governo,18,politics
2023,salvini,17,person
2023,arcore,17,location
2023,destra,17,politics
2023,ter,17,politics
2023,politica,17,politics
2023,marina,17,person
2023,paolo,16,person
2023,tajani,16,person
2023,tv,16,other
2023,nuovo,16,other
2023,figli,16,other
2023,leader,14,sentiment
2023,putin,14,person
2023,renzi,14,person
2023,fdi,14,politics
2023,schlein,14,person
2023,ricovero,14,event
2023,presidente,14,politics
2023,piazza,14,other
