,Year,Word,Frequency,Category
1030,2018,fi,23,politics
1031,2018,voto,21,politics
1032,2018,monza,19,business
1033,2018,solo,18,sentiment
1034,2018,consultazioni,17,politics
1035,2018,attacca,16,sentiment
1036,2018,meloni,16,person
1037,2018,foa,16,person
1038,2018,sorrentino,15,person
1039,2018,show,14,legal
1040,2018,patto,13,sentiment
1041,2018,accordo,13,politics
1042,2018,grillo,13,other
1043,2018,nuovo,13,other
1044,2018,sì,13,other
1045,2018,casellati,13,person
1046,2018,milano,12,other
1047,2018,toti,12,person
1048,2018,vertice,11,business
1049,2018,politica,11,politics
1050,2019,salvini,67,person
1051,2019,lega,23,politics
1052,2019,europee,21,location
1053,2019,governo,21,politics
1054,2019,carfagna,21,person
1055,2019,centrodestra,20,politics
1056,2019,fi,17,politics
1057,2019,toti,16,person
1058,2019,mediaset,14,business
1059,2019,processo,14,legal
1060,2019,piazza,13,other
1061,2019,renzi,12,person
1062,2019,partito,11,sentiment
1063,2019,ritorno,10,verb
1064,2019,nuovo,9,other
1065,2019,futuro,9,sentiment
1066,2019,bene,9,politics
1067,2019,ruby,8,person
1068,2019,corsa,8,verb
1069,2019,solo,8,sentiment
1070,2019,escort,8,politics
1071,2019,leader,8,sentiment
1072,2019,maio,8,person
1073,2019,sfida,8,sentiment
1074,2019,pier,8,person
1075,2019,giudici,7,other
1076,2019,voto,7,politics
1077,2019,ter,6,person
1078,2019,bari,6,locatoin
1079,2019,voti,6,politics
1080,2020,salvini,37,person
1081,2020,covid,21,politics
1082,2020,coronavirus,20,politics
1083,2020,fi,16,politics
1084,2020,governo,16,politics
1085,2020,meloni,16,person
1086,2020,monza,13,business
1087,2020,mes,13,politics
1088,2020,positivo,12,sentiment
1089,2020,conte,11,person
1090,2020,zangrillo,11,person
1091,2020,solo,9,sentiment
1092,2020,centrodestra,9,politics
1093,2020,destra,9,politics
1094,2020,pd,8,politics
1095,2020,sì,8,other
1096,2020,chiama,8,person
1097,2020,lega,8,politics
1098,2020,prodi,8,person
1099,2020,regionali,7,location
1100,2020,apre,7,politics
1101,2020,mano,7,other
1102,2020,piazza,7,other
1103,2020,ruby,6,person
1104,2020,marina,6,person
1105,2020,santelli,6,person
1106,2020,mediaset,6,business
1107,2020,nuova,6,politics
1108,2020,fitto,6,person
1109,2020,milioni,5,person
1110,2021,quirinale,62,politics
1111,2021,centrodestra,58,politics
1112,2021,salvini,55,person
1113,2021,colle,39,politics
1114,2021,draghi,37,sentiment
1115,2021,governo,32,politics
1116,2021,meloni,30,person
1117,2021,ruby,26,person
1118,2021,ter,24,person
1119,2021,lega,20,politics
1120,2021,nuovo,18,other
1121,2021,processo,18,legal
1122,2021,milano,17,other
1123,2021,letta,17,business
1124,2021,fi,16,politics
1125,2021,partito,16,sentiment
1126,2021,voto,14,politics
1127,2021,candidato,14,legal
1128,2021,crisi,13,sentiment
1129,2021,prima,12,other
1130,2021,roma,11,other
1131,2021,presidente,11,other
1132,2021,frena,11,person
1133,2021,bene,10,politics
1134,2021,prodi,10,person
1135,2021,destra,10,politics
1136,2021,sì,9,other
1137,2021,torna,9,sentiment
1138,2021,pd,9,politics
1139,2021,unico,9,other
1140,2022,salvini,102,person
1141,2022,meloni,95,person
1142,2022,quirinale,79,politics
1143,2022,governo,70,politics
1144,2022,putin,62,business
1145,2022,centrodestra,46,politics
1146,2022,monza,43,business
1147,2022,draghi,41,sentiment
1148,2022,letta,32,business
1149,2022,fi,28,politics
1150,2022,ruby,28,person
1151,2022,ter,27,person
1152,2022,leader,26,sentiment
1153,2022,colle,25,politics
1154,2022,ritorno,23,verb
1155,2022,renzi,23,person
1156,2022,senato,22,person
1157,2022,fdi,21,politics
1158,2022,elezioni,20,politics
1159,2022,vertice,20,business
1160,2022,fascina,18,person
1161,2022,presidente,18,other
1162,2022,guerra,18,person
1163,2022,caso,17,sentiment
1164,2022,conte,17,person
1165,2022,solo,17,sentiment
1166,2022,milano,17,other
1167,2022,ucraina,17,location
1168,2022,arcore,16,legal
1169,2022,tajani,15,person
1170,2023,meloni,54,person
1171,2023,funerali,35,personal
1172,2023,raffaele,33,person
1173,2023,morte,33,personal
1174,2023,fi,28,politics
1175,2023,milano,22,other
1176,2023,ricoverato,22,verb
1177,2023,fascina,20,person
1178,2023,zelensky,19,person
1179,2023,ruby,19,person
1180,2023,governo,18,politics
1181,2023,salvini,17,person
1182,2023,arcore,17,legal
1183,2023,destra,17,politics
1184,2023,ter,17,person
1185,2023,politica,17,politics
1186,2023,prima,17,other
1187,2023,marina,17,person
1188,2023,paolo,16,person
1189,2023,tajani,16,person
1190,2023,tv,16,other
1191,2023,nuovo,16,other
1192,2023,figli,16,personal
1193,2023,leader,14,sentiment
1194,2023,putin,14,business
1195,2023,renzi,14,person
1196,2023,fdi,14,politics
1197,2023,schlein,14,person
1198,2023,ricovero,14,personal
1199,2023,presidente,14,other
